Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.01    0.00 2285626/5374722     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [85]
[35]     0.5    0.02    0.00 5374722         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [35]
-----------------------------------------------
                0.00    0.00    3006/1699850     std::vector<int, std::allocator<int> >::reserve(unsigned int) [112]
                0.01    0.00  846919/1699850     std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned int, int const&) [12]
                0.01    0.00  849925/1699850     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [73]
[36]     0.5    0.02    0.00 1699850         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) [36]
                0.00    0.00  849925/849925      __gnu_cxx::__alloc_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned int) [153]
-----------------------------------------------
                0.00    0.02  344345/344345      std::vector<Operation, std::allocator<Operation> >* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::vector<Operation, std::allocator<Operation> > const*, std::vector<Operation, std::allocator<Operation> >*>(std::vector<Operation, std::allocator<Operation> > const*, std::vector<Operation, std::allocator<Operation> > const*, std::vector<Operation, std::allocator<Operation> >*) [47]
[37]     0.5    0.00    0.02  344345         std::vector<Operation, std::allocator<Operation> >::operator=(std::vector<Operation, std::allocator<Operation> > const&) [37]
                0.00    0.02  344345/344345      __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > std::copy<__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > >(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >) [39]
                0.00    0.00  688690/709050      std::vector<Operation, std::allocator<Operation> >::size() const [166]
                0.00    0.00  344345/344345      std::vector<Operation, std::allocator<Operation> >::capacity() const [209]
                0.00    0.00  344345/384748      std::_Vector_base<Operation, std::allocator<Operation> >::_M_get_Tp_allocator() [196]
                0.00    0.00  344345/344385      std::vector<Operation, std::allocator<Operation> >::end() [207]
                0.00    0.00  344345/344385      std::vector<Operation, std::allocator<Operation> >::begin() [208]
                0.00    0.00  344345/364465      std::vector<Operation, std::allocator<Operation> >::end() const [197]
                0.00    0.00  344345/364465      std::vector<Operation, std::allocator<Operation> >::begin() const [198]
                0.00    0.00  344345/344345      void std::_Destroy<__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, Operation>(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, std::allocator<Operation>&) [216]
-----------------------------------------------
                0.01    0.01  344345/344345      __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > std::copy<__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > >(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >) [39]
[38]     0.5    0.01    0.01  344345         __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > >(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >) [38]
                0.00    0.01  688690/688690      std::_Niter_base<__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > > >(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >) [80]
                0.00    0.00  344345/344345      std::_Niter_base<__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > >(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >) [213]
                0.00    0.00  344345/344345      Operation* std::__copy_move_a<false, Operation const*, Operation*>(Operation const*, Operation const*, Operation*) [214]
                0.00    0.00  344345/1033115     __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >::__normal_iterator(Operation* const&) [143]
-----------------------------------------------
                0.00    0.02  344345/344345      std::vector<Operation, std::allocator<Operation> >::operator=(std::vector<Operation, std::allocator<Operation> > const&) [37]
[39]     0.5    0.00    0.02  344345         __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > std::copy<__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > >(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >) [39]
                0.01    0.01  344345/344345      __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > >(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >) [38]
                0.00    0.00  688690/688690      std::_Miter_base<__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > > >(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >) [168]
-----------------------------------------------
                0.00    0.02  169985/169985      Operation** std::uninitialized_fill_n<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&) [42]
[40]     0.5    0.00    0.02  169985         Operation** std::__uninitialized_fill_n<true>::__uninit_fill_n<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&) [40]
                0.00    0.02  169985/169985      Operation** std::fill_n<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&) [44]
-----------------------------------------------
                0.02    0.00  169985/169985      Operation** std::fill_n<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&) [44]
[41]     0.5    0.02    0.00  169985         __gnu_cxx::__enable_if<std::__is_scalar<Operation*>::__value, Operation**>::__type std::__fill_n_a<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&) [41]
-----------------------------------------------
                0.00    0.02  169985/169985      Operation** std::__uninitialized_fill_n_a<Operation**, unsigned int, Operation*, Operation*>(Operation**, unsigned int, Operation* const&, std::allocator<Operation*>&) [43]
[42]     0.5    0.00    0.02  169985         Operation** std::uninitialized_fill_n<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&) [42]
                0.00    0.02  169985/169985      Operation** std::__uninitialized_fill_n<true>::__uninit_fill_n<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&) [40]
-----------------------------------------------
                0.00    0.02  169985/169985      std::vector<Operation*, std::allocator<Operation*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Operation**, std::vector<Operation*, std::allocator<Operation*> > >, unsigned int, Operation* const&) [24]
[43]     0.5    0.00    0.02  169985         Operation** std::__uninitialized_fill_n_a<Operation**, unsigned int, Operation*, Operation*>(Operation**, unsigned int, Operation* const&, std::allocator<Operation*>&) [43]
                0.00    0.02  169985/169985      Operation** std::uninitialized_fill_n<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&) [42]
-----------------------------------------------
                0.00    0.02  169985/169985      Operation** std::__uninitialized_fill_n<true>::__uninit_fill_n<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&) [40]
[44]     0.5    0.00    0.02  169985         Operation** std::fill_n<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&) [44]
                0.02    0.00  169985/169985      __gnu_cxx::__enable_if<std::__is_scalar<Operation*>::__value, Operation**>::__type std::__fill_n_a<Operation**, unsigned int, Operation*>(Operation**, unsigned int, Operation* const&) [41]
